from_destination_id,to_destination_id,distance_km,duration_minutes_car,duration_minutes_bike,transport_mode
0x2e7a57c06aaaaaab_0x42ed710c4d2490d4,0x2e7a579326bc40f1_0xe99a064206730f4d,0.71,1,3,car
0x2e7a57c06aaaaaab_0x42ed710c4d2490d4,0x2e7a57bdb78da113_0x4833eb6eea997ae1,0.75,1,3,car
0x2e7a5792252f4e3f_0x36fbd296a07c1da7,0x2e7a5712504a5537_0x2272746a10612fb0,0.03,0,0,car
0x2e7a5792252f4e3f_0x36fbd296a07c1da7,0x2e7a5793e5555555_0x671d03b55e0bf9e6,0.09,0,0,car
0x2e7a5792252f4e3f_0x36fbd296a07c1da7,0x2e7a579223c8f207_0xa975d57f68add612,0.1,0,0,car
0x2e7a5792252f4e3f_0x36fbd296a07c1da7,0x2e7a579269d9a451_0x4c90b25230146037,0.15,0,1,car
0x2e7a5792252f4e3f_0x36fbd296a07c1da7,0x2e7a5793d0c2cf2b_0x276a21f8a01cbe13,0.23,0,1,car
0x2e7a5792252f4e3f_0x36fbd296a07c1da7,0x2e7a579a8898dc95_0xaff8cf5e48dbcda8,0.25,0,1,car
0x2e7a5792252f4e3f_0x36fbd296a07c1da7,0x2e7a57bdb78da113_0x4833eb6eea997ae1,0.27,0,1,car
0x2e7a5792252f4e3f_0x36fbd296a07c1da7,0x2e7a574afb1228ab_0x34e638eddc730d3e,0.31,0,1,car
0x2e7a5789dc63fbc1_0x8351dea58e08b227,0x2e7a5827516ba389_0x5b0c107dea397037,0.15,0,1,car
0x2e7a5789dc63fbc1_0x8351dea58e08b227,0x2e7a5750ac12ebf7_0x54b71e070a5d1440,0.17,0,1,car
0x2e7a5789dc63fbc1_0x8351dea58e08b227,0x2e7a578837456b73_0xb78e8db3a749e859,0.25,0,1,car
0x2e7a5789dc63fbc1_0x8351dea58e08b227,0x2e7a59f30da4cb51_0x31f04864b1f5a23f,0.32,0,1,car
0x2e7a5789dc63fbc1_0x8351dea58e08b227,0x2e7a578844f37153_0x1c5de9e7279c4afb,0.33,0,1,car
0x2e7a5789dc63fbc1_0x8351dea58e08b227,0x2e7a578842f32d55_0xcd2be63e7d40de8a,0.35,1,1,car
0x2e7a5789dc63fbc1_0x8351dea58e08b227,0x2e7a57007da5f6f5_0x73d1aeda71ee5e8,0.35,1,1,car
0x2e7a5789dc63fbc1_0x8351dea58e08b227,0x2e7a578814e88af9_0xffb7edc38845b9e,0.36,1,1,car
0x2e7a57a67b5c9edd_0xe839e384ca221f5,0x2e7a57a8934200db_0xb78e33e22bb6ee86,0.32,0,1,car
0x2e7a57a67b5c9edd_0xe839e384ca221f5,0x2e7a57003fd5a227_0xc622c7bf7176f257,0.45,1,2,car
0x2e7a57a67b5c9edd_0xe839e384ca221f5,0x2e7a57a50270c09d_0xd96acb6de93ed1a8,0.48,1,2,car
0x2e7a57a67b5c9edd_0xe839e384ca221f5,0x2e7a57a3dd9adba5_0x7ae739af3260c383,0.52,1,2,car
0x2e7a57a67b5c9edd_0xe839e384ca221f5,0x2e7a57a310539101_0x5f7a486c7fd128ce,0.68,1,3,car
0x2e7a57a67b5c9edd_0xe839e384ca221f5,0x2e7a57a30fd5198d_0xde8b536c227fce5a,0.74,1,3,car
0x2e7a57a67b5c9edd_0xe839e384ca221f5,0x2e7a575fa4d59855_0x67835d3b367611a3,0.74,1,3,car
0x2e7a57a67b5c9edd_0xe839e384ca221f5,0x2e7a57a33e0c1417_0xa0d0b8f317802062,0.76,1,3,car
0x2e7a58f6f407de13_0x90a90e538289feb3,0x2e7a58f6ca78c953_0x866f86d6b7f3839,0.19,0,1,car
0x2e7a58f6f407de13_0x90a90e538289feb3,0x2e7a58f6765d4a33_0x39d891d2e8da95a9,0.26,0,1,car
0x2e7a58f6f407de13_0x90a90e538289feb3,0x2e7a590039cc19ed_0x35925c8a33fa6c61,0.28,0,1,car
0x2e7a58f6f407de13_0x90a90e538289feb3,0x2e7a596d11a98233_0x4125d87de3844bf3,0.53,1,2,car
0x2e7a58f6f407de13_0x90a90e538289feb3,0x2e7a58f3cd833c17_0x7b21ad6728ab5cbd,0.59,1,2,car
0x2e7a58f6f407de13_0x90a90e538289feb3,0x2e7a590367707cbf_0xfad45fd8288187bf,0.64,1,3,car
0x2e7a58f6f407de13_0x90a90e538289feb3,0x2e7a58f975c66097_0x99331d342ee5862d,0.8,1,3,car
0x2e7a58f6f407de13_0x90a90e538289feb3,0x2e7a58f99013c989_0x2a96db25b8ff4333,0.84,1,3,car
0x2e7a536355abb129_0x9fb567811ef62e4e,0x2e7a531be5da247f_0x51f131c4dc279d01,0.55,1,2,car
0x2e7a536355abb129_0x9fb567811ef62e4e,0x2e7a549c2170afef_0xfc9f151d8c9d6e87,1.14,2,5,car
0x2e7a536355abb129_0x9fb567811ef62e4e,0x2e7a55b656d8e417_0x8c7fb105b7464249,1.14,2,5,car
0x2e7a536355abb129_0x9fb567811ef62e4e,0x2e7a549ed3bc9bf1_0x51e9ee67da0acb2b,1.45,2,6,car
0x2e7a536355abb129_0x9fb567811ef62e4e,0x2e7a5366aaaaaaab_0x11765ecd87201338,1.78,3,7,car
0x2e7a536355abb129_0x9fb567811ef62e4e,0x2e7a548fd0091f07_0xf2e5878e2fc74574,2.02,3,8,car
0x2e7a536355abb129_0x9fb567811ef62e4e,0x2e7a550be9adccd7_0x43975046437f5f2a,2.25,3,9,car
0x2e7a536355abb129_0x9fb567811ef62e4e,0x2e7a531aaaaaaaab_0x6c28149b91ea59f4,2.77,4,11,car
0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0.43,1,2,car
0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0x2e7bb99c2477f717_0x87b3f524858018f0,0.54,1,2,car
0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0x2e7bb9a69fca77b3_0x35dab667ca39af8d,0.63,1,3,car
0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0x2e7bb36265782cf3_0x25efcb5e3a28afa8,1.99,3,8,car
0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0x2e7bb9177e280a29_0x108da391bd9ca0a0,3.23,5,13,car
0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0x2e7bb8abba255dd5_0x86df110ec25eaa6d,3.4,5,14,car
0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0x2e7bc0a9d67c5ee7_0x653b2d4177a1d43d,4.01,6,16,car
0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0x2e7bc71a4547394f_0x465ab88753acb69b,4.14,6,17,car
0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,0.43,1,2,car
0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0x2e7bb9a69fca77b3_0x35dab667ca39af8d,0.73,1,3,car
0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0x2e7bb99c2477f717_0x87b3f524858018f0,0.79,1,3,car
0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0x2e7bb36265782cf3_0x25efcb5e3a28afa8,1.59,2,6,car
0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0x2e7bb9177e280a29_0x108da391bd9ca0a0,2.83,4,11,car
0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0x2e7bb8abba255dd5_0x86df110ec25eaa6d,3.75,6,15,car
0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0x2e7bb913bbef82f9_0x2edf2cde327c6b94,3.94,6,16,car
0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,0x2e7bc0a9d67c5ee7_0x653b2d4177a1d43d,4.42,7,18,car
0x2e7bbb4fcba4160b_0xe3c6f8f7e1abf244,0x2e7bba5dc5962655_0xea3d86bf61e8a749,0.06,0,0,car
0x2e7bbb4fcba4160b_0xe3c6f8f7e1abf244,0x2e7bbb004b67cdd9_0x32b5e26bad8e9030,0.17,0,1,car
0x2e7bbb4fcba4160b_0xe3c6f8f7e1abf244,0x2e7bbbd0903c3d31_0x8bd92bc044f8a8da,0.19,0,1,car
0x2e7bbb4fcba4160b_0xe3c6f8f7e1abf244,0x2e7bbba3a65d0889_0x86ada8dcb30a73cc,0.21,0,1,car
0x2e7bbb4fcba4160b_0xe3c6f8f7e1abf244,0x2e7bbb004e5254b3_0xa6d588945c11a660,0.22,0,1,car
0x2e7bbb4fcba4160b_0xe3c6f8f7e1abf244,0x2e7bbbdbd18bf6dd_0x17dee89dba1be33f,0.29,0,1,car
0x2e7bbb4fcba4160b_0xe3c6f8f7e1abf244,0x2e7bbbcfd6c5a261_0xe7b408d28d5cd6c7,0.3,0,1,car
0x2e7bbb4fcba4160b_0xe3c6f8f7e1abf244,0x2e7bbb752c072ff5_0x8bd879d13b87a5e7,0.41,1,2,car
0x2e7bba307708ac97_0x33dc2d30ad1147f1,0x2e7bba3a82817b35_0xeb708e81495882f7,0.04,0,0,car
0x2e7bba307708ac97_0x33dc2d30ad1147f1,0x2e7bba3a8041472d_0xd1f11e0d681268f0,0.09,0,0,car
0x2e7bba307708ac97_0x33dc2d30ad1147f1,0x2e7bbbe81f98dffb_0x3c9f4768b3cd87da,0.1,0,0,car
0x2e7bba307708ac97_0x33dc2d30ad1147f1,0x2e7bba3a78690213_0x72f7fca5d9211307,0.14,0,1,car
0x2e7bba307708ac97_0x33dc2d30ad1147f1,0x2e7bbb8aa99c29f3_0xd8672d6fb7d0ceea,0.18,0,1,car
0x2e7bba307708ac97_0x33dc2d30ad1147f1,0x2e7bba251a7f6081_0x101b8bda010ec62f,0.39,1,2,car
0x2e7bba307708ac97_0x33dc2d30ad1147f1,0x2e7bba938e770d49_0x1a0648b6176c58d5,0.45,1,2,car
0x2e7bba307708ac97_0x33dc2d30ad1147f1,0x2e7bba39fec97cdb_0xc1c6546c71322aa2,0.46,1,2,car
0x2e7bb8abba255dd5_0x86df110ec25eaa6d,0x2e7bc71a4547394f_0x465ab88753acb69b,0.92,1,4,car
0x2e7bb8abba255dd5_0x86df110ec25eaa6d,0x2e7bc0a9d67c5ee7_0x653b2d4177a1d43d,1.31,2,5,car
0x2e7bb8abba255dd5_0x86df110ec25eaa6d,0x2e7bc0af17a2530f_0xce361956e2ea1704,1.77,3,7,car
0x2e7bb8abba255dd5_0x86df110ec25eaa6d,0x2e7bb99c2477f717_0x87b3f524858018f0,2.97,4,12,car
0x2e7bb8abba255dd5_0x86df110ec25eaa6d,0x2e7bb9a69fca77b3_0x35dab667ca39af8d,3.13,5,13,car
0x2e7bb8abba255dd5_0x86df110ec25eaa6d,0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,3.4,5,14,car
0x2e7bb8abba255dd5_0x86df110ec25eaa6d,0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,3.75,6,15,car
0x2e7bb8abba255dd5_0x86df110ec25eaa6d,0x2e7bb36265782cf3_0x25efcb5e3a28afa8,5.34,8,21,car
0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,0x2e7baff5f2c488cf_0xe486a1ea9b1e1804,0.02,0,0,car
0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,0x2e7ba55844b9b04d_0x8b9d446ea4370c63,0.53,1,2,car
0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,0x2e7baf004b6a741d_0x1d2d73c81d9d069a,0.77,1,3,car
0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,0x2e7baf8b3e1c7f97_0x9c125e8c489003c3,0.78,1,3,car
0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,0x2e7baf8bb17de379_0x6c3a984038f9d0b0,1.04,2,4,car
0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,1.26,2,5,car
0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,0x2e7baf8ecf36b847_0xea83482cd9fabdbf,1.54,2,6,car
0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,0x2e7bbabdf03c5607_0x50169f0ec086d6a0,3.64,5,15,car
0x2e7bb98022016321_0x8c7991777b596102,0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0.06,0,0,car
0x2e7bb98022016321_0x8c7991777b596102,0x2e7bb9936013f5f7_0x6deb9387eff85a8b,0.4,1,2,car
0x2e7bb98022016321_0x8c7991777b596102,0x2e7bba2fd023ca5d_0xbbf51b4f0b3dccd7,0.49,1,2,car
0x2e7bb98022016321_0x8c7991777b596102,0x2e7bb907aa799383_0x5199fbf227afb65,0.56,1,2,car
0x2e7bb98022016321_0x8c7991777b596102,0x2e7bbbd93b8a0fc9_0x8a470954c196c94d,0.8,1,3,car
0x2e7bb98022016321_0x8c7991777b596102,0x2e7bbb166f023bc9_0xd4ac74824e64b1e,0.83,1,3,car
0x2e7bb98022016321_0x8c7991777b596102,0x2e7bba2a5865432f_0x6a09ced91430d214,0.86,1,3,car
0x2e7bb98022016321_0x8c7991777b596102,0x2e7bb93120f9706b_0x975b2a321357dae8,0.87,1,3,car
0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,0x2e7ba55844b9b04d_0x8b9d446ea4370c63,0.75,1,3,car
0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,0x2e7bafaeaaaaaaab_0x5e9a2a78a79b968,1.26,2,5,car
0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,0x2e7baff5f2c488cf_0xe486a1ea9b1e1804,1.28,2,5,car
0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,0x2e7baf004b6a741d_0x1d2d73c81d9d069a,2.01,3,8,car
0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,0x2e7baf8b3e1c7f97_0x9c125e8c489003c3,2.04,3,8,car
0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,0x2e7baf8bb17de379_0x6c3a984038f9d0b0,2.31,3,9,car
0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,0x2e7bbabdf03c5607_0x50169f0ec086d6a0,2.39,4,10,car
0x2e7ba5568b9ebe5b_0x4ae27d9d8fda79d4,0x2e7baf8ecf36b847_0xea83482cd9fabdbf,2.8,4,11,car
0x2e7bb9177e280a29_0x108da391bd9ca0a0,0x2e7bb913bbef82f9_0x2edf2cde327c6b94,1.11,2,4,car
0x2e7bb9177e280a29_0x108da391bd9ca0a0,0x2e7bb36265782cf3_0x25efcb5e3a28afa8,1.26,2,5,car
0x2e7bb9177e280a29_0x108da391bd9ca0a0,0x2e7bb3626fed5bbf_0x68b2ade85cdcc40d,2.83,4,11,car
0x2e7bb9177e280a29_0x108da391bd9ca0a0,0x2e7bb3ffffffffff_0x16a5f30f0c719ffb,3.23,5,13,car
0x2e7bb9177e280a29_0x108da391bd9ca0a0,0x2e7bb9a69fca77b3_0x35dab667ca39af8d,3.42,5,14,car
0x2e7bb9177e280a29_0x108da391bd9ca0a0,0x2e7bb99c2477f717_0x87b3f524858018f0,3.58,5,14,car
0x2e7bb9177e280a29_0x108da391bd9ca0a0,0x2e7bb98022016321_0x8c7991777b596102,3.78,6,15,car
0x2e7bb9177e280a29_0x108da391bd9ca0a0,0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,3.83,6,15,car
0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0x2e7bb98022016321_0x8c7991777b596102,0.06,0,0,car
0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0x2e7bb9936013f5f7_0x6deb9387eff85a8b,0.36,1,1,car
0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0x2e7bba2fd023ca5d_0xbbf51b4f0b3dccd7,0.44,1,2,car
0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0x2e7bb907aa799383_0x5199fbf227afb65,0.51,1,2,car
0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0x2e7bbbd93b8a0fc9_0x8a470954c196c94d,0.75,1,3,car
0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0x2e7bbb166f023bc9_0xd4ac74824e64b1e,0.78,1,3,car
0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0x2e7bb93120f9706b_0x975b2a321357dae8,0.81,1,3,car
0x2e7bb9cc12dddcdd_0x1c3d8c501915b7ce,0x2e7bba2a5865432f_0x6a09ced91430d214,0.81,1,3,car
0x2e7b033074e5d143_0xec52c7a5cf80c536,0x2e7b021c00000001_0xf52a57f605404c70,0.61,1,2,car
0x2e7b033074e5d143_0xec52c7a5cf80c536,0x2e7b03005448f887_0xf7841de2c5295eef,1.3,2,5,car
0x2e7b033074e5d143_0xec52c7a5cf80c536,0x2e7b03bb7b7d80df_0xa70ea70fdf059172,1.57,2,6,car
0x2e7b033074e5d143_0xec52c7a5cf80c536,0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,3.33,5,13,car
0x2e7b033074e5d143_0xec52c7a5cf80c536,0x2e7b01eebb8bcd35_0x7aabb437224e8066,5.19,8,21,car
0x2e7b033074e5d143_0xec52c7a5cf80c536,0x2e7afd0079d3ed2b_0x7ac6aecb4c8e01c1,6.93,10,28,car
0x2e7b033074e5d143_0xec52c7a5cf80c536,0x2e7a55fec2aaf183_0xd810275298135dd8,7.26,11,29,car
0x2e7b033074e5d143_0xec52c7a5cf80c536,0x2e7afd8bf2b3e74d_0x19493bc2d4f1538e,7.43,11,30,car
0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,0x2e7b01eebb8bcd35_0x7aabb437224e8066,1.91,3,8,car
0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,0x2e7b021c00000001_0xf52a57f605404c70,2.72,4,11,car
0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,0x2e7b033074e5d143_0xec52c7a5cf80c536,3.33,5,13,car
0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,0x2e7b03bb7b7d80df_0xa70ea70fdf059172,3.63,5,15,car
0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,0x2e7b03005448f887_0xf7841de2c5295eef,4.61,7,18,car
0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,0x2e7b002b77b05505_0x3ee3f8b94a554fa3,4.98,7,20,car
0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,0x2e7a55fec2aaf183_0xd810275298135dd8,7.1,11,28,car
0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,0x2e7afe5bab4844e1_0x8aa282795d01e098,7.2,11,29,car
0x2e7b021c00000001_0xf52a57f605404c70,0x2e7b033074e5d143_0xec52c7a5cf80c536,0.61,1,2,car
0x2e7b021c00000001_0xf52a57f605404c70,0x2e7b03bb7b7d80df_0xa70ea70fdf059172,1.65,2,7,car
0x2e7b021c00000001_0xf52a57f605404c70,0x2e7b03005448f887_0xf7841de2c5295eef,1.89,3,8,car
0x2e7b021c00000001_0xf52a57f605404c70,0x2e7b019a9d466d4d_0x120dd2ab8dbce03b,2.72,4,11,car
0x2e7b021c00000001_0xf52a57f605404c70,0x2e7b01eebb8bcd35_0x7aabb437224e8066,4.59,7,18,car
0x2e7b021c00000001_0xf52a57f605404c70,0x2e7b002b77b05505_0x3ee3f8b94a554fa3,6.97,10,28,car
0x2e7b021c00000001_0xf52a57f605404c70,0x2e7a55fec2aaf183_0xd810275298135dd8,7.11,11,28,car
0x2e7b021c00000001_0xf52a57f605404c70,0x2e7afd0079d3ed2b_0x7ac6aecb4c8e01c1,7.35,11,29,car
0x2e7a673067694c21_0xf0138441f0b05e9b,0x2e7a6737dc4739e5_0x14a32d61dd56e0ea,0.25,0,1,car
0x2e7a673067694c21_0xf0138441f0b05e9b,0x2e7a673761866185_0xba4603e9d3fdd34e,0.31,0,1,car
0x2e7a673067694c21_0xf0138441f0b05e9b,0x2e7a674de3b23b6b_0xf448004ff4b6c884,0.34,1,1,car
0x2e7a673067694c21_0xf0138441f0b05e9b,0x2e7a673761f8f0a9_0xedadee7f8e482bc0,0.34,1,1,car
0x2e7a673067694c21_0xf0138441f0b05e9b,0x2e7a67484be805b5_0x93c9d38678a6fc3b,0.44,1,2,car
0x2e7a673067694c21_0xf0138441f0b05e9b,0x2e7a67329beec951_0x91173934d1a14ad8,0.58,1,2,car
0x2e7a673067694c21_0xf0138441f0b05e9b,0x2e7a676f17c5ddcf_0x214f36e86764d441,0.59,1,2,car
0x2e7a673067694c21_0xf0138441f0b05e9b,0x2e7a6738250525a9_0xe929206a102790a6,0.73,1,3,car
0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0x2e7a5e0fffadca85_0x56a6531710710403,0.19,0,1,car
0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0x2e7a67beb83fe86f_0x104e11f645771d38,0.2,0,1,car
0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0.25,0,1,car
0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0x2e7a672c010222af_0x10de1247ec632e8c,0.53,1,2,car
0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0x2e7a67628e079975_0x85e9a47fe02f7fef,0.59,1,2,car
0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0x2e7a67cf8eddd2cb_0xdef30466f4246e1,0.62,1,2,car
0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0x2e7a66c955555555_0x511a646e604a69c,0.62,1,2,car
0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0x2e7a60d315c2dbb9_0x4fa525709d3ef5d9,0.63,1,3,car
0x2e7a66c955555555_0x511a646e604a69c,0x2e7a67628e079975_0x85e9a47fe02f7fef,0.04,0,0,car
0x2e7a66c955555555_0x511a646e604a69c,0x2e7a60cd4bce43e5_0x91396a65441dc4d0,0.1,0,0,car
0x2e7a66c955555555_0x511a646e604a69c,0x2e7a5e6cf5f72f7b_0x74fcced1c6ccf122,0.39,1,2,car
0x2e7a66c955555555_0x511a646e604a69c,0x2e7a5e02fd790ab9_0xa3fe6035b0792671,0.39,1,2,car
0x2e7a66c955555555_0x511a646e604a69c,0x2e7a670054e82fa3_0x40dce50ed598dbc7,0.41,1,2,car
0x2e7a66c955555555_0x511a646e604a69c,0x2e7a67256dae86b9_0x341c977df35a7029,0.51,1,2,car
0x2e7a66c955555555_0x511a646e604a69c,0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0.51,1,2,car
0x2e7a66c955555555_0x511a646e604a69c,0x2e7a6738250525a9_0xe929206a102790a6,0.54,1,2,car
0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0x2e7a67256dae86b9_0x341c977df35a7029,0.01,0,0,car
0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0x2e7a6738250525a9_0xe929206a102790a6,0.19,0,1,car
0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0x2e7a670054e82fa3_0x40dce50ed598dbc7,0.33,0,1,car
0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0x2e7a60cd4bce43e5_0x91396a65441dc4d0,0.41,1,2,car
0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0x2e7a5e6cf5f72f7b_0x74fcced1c6ccf122,0.46,1,2,car
0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0x2e7a66c955555555_0x511a646e604a69c,0.51,1,2,car
0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0x2e7a67628e079975_0x85e9a47fe02f7fef,0.53,1,2,car
0x2e7a615e6be7cc81_0x4727a60cf424aaf7,0x2e7a5e02fd790ab9_0xa3fe6035b0792671,0.73,1,3,car
0x2e7a60acafd671df_0xd2d3e41c9f632fd9,0x2e7a5d998fc15b17_0xd80bcaefa0bdb7b3,0.4,1,2,car
0x2e7a60acafd671df_0xd2d3e41c9f632fd9,0x2e7a5de3a525c159_0xf67c163f17bf42f9,0.47,1,2,car
0x2e7a60acafd671df_0xd2d3e41c9f632fd9,0x2e7a5d5f2bdaeba7_0x79598629b8e1c86e,0.49,1,2,car
0x2e7a60acafd671df_0xd2d3e41c9f632fd9,0x2e7a5dc333560afd_0xb5dc6a7d2b443312,0.52,1,2,car
0x2e7a60acafd671df_0xd2d3e41c9f632fd9,0x2e7a5db28dbb617b_0xeeffd8446a42a978,0.54,1,2,car
0x2e7a60acafd671df_0xd2d3e41c9f632fd9,0x2e7a5fe0a5349fad_0x424ec282ecc54db,0.6,1,2,car
0x2e7a60acafd671df_0xd2d3e41c9f632fd9,0x2e7a5e0a472ba457_0x9403ba5fe09c4cd4,0.65,1,3,car
0x2e7a60acafd671df_0xd2d3e41c9f632fd9,0x2e7a5f1a2868866d_0x4319c287dfb7b86c,0.72,1,3,car
0x2e7a5de21c5696bb_0x1c946f8d6d01946,0x2e7a5f51638df17d_0x496e0680409eb247,0.15,0,1,car
0x2e7a5de21c5696bb_0x1c946f8d6d01946,0x2e7a5e6de1cfa455_0x5bdcc7dad2de819d,0.17,0,1,car
0x2e7a5de21c5696bb_0x1c946f8d6d01946,0x2e7a5f1a2868866d_0x4319c287dfb7b86c,0.19,0,1,car
0x2e7a5de21c5696bb_0x1c946f8d6d01946,0x2e7a672c47087c37_0x38ff2c166bf45c37,0.2,0,1,car
0x2e7a5de21c5696bb_0x1c946f8d6d01946,0x2e7a594bdf2575a9_0x473f120f258fffad,0.21,0,1,car
0x2e7a5de21c5696bb_0x1c946f8d6d01946,0x2e7a5e0aae58c18f_0x449bf8eea103e4a4,0.3,0,1,car
0x2e7a5de21c5696bb_0x1c946f8d6d01946,0x2e7a5e0a472ba457_0x9403ba5fe09c4cd4,0.48,1,2,car
0x2e7a5de21c5696bb_0x1c946f8d6d01946,0x2e7a5fe0a5349fad_0x424ec282ecc54db,0.5,1,2,car
0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0x2e7a67525ced61ef_0x4a269b8f8b5e2512,0.25,0,1,car
0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0x2e7a67beb83fe86f_0x104e11f645771d38,0.27,0,1,car
0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0x2e7a672c010222af_0x10de1247ec632e8c,0.28,0,1,car
0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0x2e7a5e0fffadca85_0x56a6531710710403,0.3,0,1,car
0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0x2e7a67cf8eddd2cb_0xdef30466f4246e1,0.7,1,3,car
0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0x2e7a67329beec951_0x91173934d1a14ad8,0.71,1,3,car
0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0x2e7a60d315c2dbb9_0x4fa525709d3ef5d9,0.81,1,3,car
0x2e7a67ff25da002b_0x766706f3dfaf0e0d,0x2e7a610031c2d659_0xdad0510e46e3c82d,0.81,1,3,car
0x2e7a5d9bed435109_0x284f5fe8b2b683c9,0x2e7a6715989aee11_0xaf5f749df4b97d25,0.05,0,0,car
0x2e7a5d9bed435109_0x284f5fe8b2b683c9,0x2e7a670014f6496b_0x1fc9e38f039d38bd,0.18,0,1,car
0x2e7a5d9bed435109_0x284f5fe8b2b683c9,0x2e7a673e71ac8f07_0x1b5a519696a83b3a,0.44,1,2,car
0x2e7a5d9bed435109_0x284f5fe8b2b683c9,0x2e7a671410281621_0xe6909eeca2a0786e,0.51,1,2,car
0x2e7a5d9bed435109_0x284f5fe8b2b683c9,0x2e7a6715935954f5_0x497cd56e84384939,1.02,2,4,car
0x2e7a5d9bed435109_0x284f5fe8b2b683c9,0x2e7a67f1e2990d9d_0x7ea19e1c36e8174d,1.39,2,6,car
0x2e7a5d9bed435109_0x284f5fe8b2b683c9,0x2e7a676f17c5ddcf_0x214f36e86764d441,1.39,2,6,car
